"PersonId","Internal_network_size","Collaboration_hours","weekend_collaboration_hours","After_hours_call_hours","performance"
"SYNTH_RF_0121",38,7.47,0.06,0.21,3
"SYNTH_RF_0121",22,12.42,0.51,0.82,3
"SYNTH_RF_0121",34,15.62,0.4,0.27,3
"SYNTH_RF_0121",39,17.03,0.27,0.56,3
"SYNTH_RF_0121",38,13.06,0.01,0.16,3
"SYNTH_RF_0121",36,11.69,0.3,0.6,3
"SYNTH_RF_0122",38,12.98,0.45,0.35,3
"SYNTH_RF_0122",40,11.78,0.32,0.02,3
"SYNTH_RF_0122",37,11.79,0.15,0.24,3
"SYNTH_RF_0122",44,8.71,0.54,0.25,3
"SYNTH_RF_0122",31,11.4,0.26,0.29,3
"SYNTH_RF_0122",52,10.5,0.36,0.05,3
"SYNTH_RF_0122",31,11.75,0.14,0.35,3
"SYNTH_RF_0122",40,15.7,0.63,0.42,3
"SYNTH_RF_0123",40,14.21,0.44,0.34,2
"SYNTH_RF_0123",40,10.87,0.95,0.17,2
"SYNTH_RF_0123",39,12.96,0.09,0.02,2
"SYNTH_RF_0123",37,10.55,0.39,0.1,2
"SYNTH_RF_0123",45,13.64,0.04,0.19,2
"SYNTH_RF_0123",38,11.55,0.05,0.36,2
"SYNTH_RF_0123",36,11.41,0.38,0.41,2
"SYNTH_RF_0123",33,13.29,0.31,0.17,2
"SYNTH_RF_0124",36,11.11,1.34,0.18,4
"SYNTH_RF_0124",41,9.82,0.69,0.03,4
"SYNTH_RF_0124",40,10.11,1.28,0.21,4
"SYNTH_RF_0124",48,16.02,0.01,0.64,4
"SYNTH_RF_0124",34,17.26,0.26,0.59,4
"SYNTH_RF_0124",32,11.07,0,0.17,4
"SYNTH_RF_0124",33,9.5,0.33,0.2,4
"SYNTH_RF_0124",31,9.61,0.15,0.24,4
"SYNTH_RF_0125",37,10.31,0.18,0.44,5
"SYNTH_RF_0125",37,10.22,0.27,0.01,5
"SYNTH_RF_0125",34,18.1,0.11,0.49,5
"SYNTH_RF_0125",36,6.29,0.61,0.18,5
"SYNTH_RF_0125",38,10.94,1.06,0.9,5
"SYNTH_RF_0125",40,14.39,0.6,0.08,5
"SYNTH_RF_0125",28,11.85,0.27,0.32,5
"SYNTH_RF_0125",33,14.36,0.94,0.29,5
"SYNTH_RF_0126",33,12.94,0.91,0.57,1
"SYNTH_RF_0126",33,14.99,0.08,0.01,1
"SYNTH_RF_0126",32,9.22,0.46,0.27,1
"SYNTH_RF_0126",22,14.19,0.38,1.37,1
"SYNTH_RF_0126",35,16.84,0.52,0.01,1
"SYNTH_RF_0126",36,11.38,0.76,1.14,1
"SYNTH_RF_0126",33,13.94,1.28,0,1
"SYNTH_RF_0126",34,7.41,1.09,0.57,1
"SYNTH_RF_0127",34,11.63,0.12,0.26,1
"SYNTH_RF_0127",18,15.96,0.19,0.01,1
"SYNTH_RF_0127",31,11.58,0.33,0.15,1
"SYNTH_RF_0127",33,10.68,0.14,0.13,1
"SYNTH_RF_0127",29,10.19,0.36,1.37,1
"SYNTH_RF_0127",29,5.06,0.64,0.59,1
"SYNTH_RF_0127",35,8.61,0.2,0.01,1
"SYNTH_RF_0127",24,14.3,0.55,0.25,1
"SYNTH_RF_0128",24,7.36,0.66,0.05,1
"SYNTH_RF_0128",22,8.87,0.4,0.52,1
"SYNTH_RF_0128",28,9.7,0.62,0.04,1
"SYNTH_RF_0128",29,11.03,0.52,0.05,1
"SYNTH_RF_0128",29,13.09,1.04,0.1,1
"SYNTH_RF_0128",19,8.02,0.4,0.18,1
"SYNTH_RF_0128",28,8.58,0.52,0.04,1
"SYNTH_RF_0128",35,0.98,0.2,0.08,1
"SYNTH_RF_0129",37,12.35,0.91,0.2,2
"SYNTH_RF_0129",30,9.39,0.71,0.15,2
"SYNTH_RF_0129",40,11.36,0.65,0.35,2
"SYNTH_RF_0129",33,15.63,0.04,0.18,2
"SYNTH_RF_0129",38,10.17,0.82,0.04,2
"SYNTH_RF_0129",40,9.61,0.42,0.51,2
"SYNTH_RF_0129",29,9.5,1.06,0.36,2
"SYNTH_RF_0129",29,11.31,0.22,0.05,2
"SYNTH_RF_0130",33,17.59,0.77,0.04,2
"SYNTH_RF_0130",34,17.78,0.27,0.18,2
"SYNTH_RF_0130",45,12.46,0.33,2.74,2
"SYNTH_RF_0130",40,10.85,0.37,0.03,2
"SYNTH_RF_0130",38,10.77,0.85,0.08,2
"SYNTH_RF_0130",39,6.77,0,0.46,2
"SYNTH_RF_0130",40,9.99,0.14,0.2,2
"SYNTH_RF_0130",33,12.2,0.25,0.01,2
"SYNTH_RF_0131",28,9.71,1.46,0.64,4
"SYNTH_RF_0131",37,11.42,0.66,0.44,4
"SYNTH_RF_0131",40,13.4,0.11,0.67,4
"SYNTH_RF_0131",42,12.26,0.41,0.1,4
"SYNTH_RF_0131",50,16.92,0.51,0.1,4
"SYNTH_RF_0131",42,10.3,0.28,0.04,4
"SYNTH_RF_0131",39,9.34,1.18,0.94,4
"SYNTH_RF_0131",31,15.01,0.04,0.09,4
"SYNTH_RF_0132",24,13.22,0.56,0.74,2
"SYNTH_RF_0132",26,10.27,0.07,0.09,2
"SYNTH_RF_0132",23,7.66,1.02,0.2,2
"SYNTH_RF_0132",38,6.83,0.49,0.09,2
"SYNTH_RF_0132",28,13.26,0.39,0.34,2
"SYNTH_RF_0132",19,8.02,0.28,0.57,2
"SYNTH_RF_0132",20,7.47,0.12,0.22,2
"SYNTH_RF_0132",28,12.18,1.14,0.25,2
"SYNTH_RF_0133",30,12.94,0.52,0.42,3
"SYNTH_RF_0133",31,16.68,2.55,0.06,3
"SYNTH_RF_0133",31,18.1,0.02,0.28,3
"SYNTH_RF_0133",39,12.79,0.29,0.16,3
"SYNTH_RF_0133",32,7.39,0.34,1.02,3
"SYNTH_RF_0133",28,12.27,0.3,0.08,3
"SYNTH_RF_0133",30,11.23,0.33,0.28,3
"SYNTH_RF_0133",44,11.71,0.96,0.3,3
"SYNTH_RF_0134",35,10.51,0.48,0.52,3
"SYNTH_RF_0134",39,10.55,0.14,0.07,3
"SYNTH_RF_0134",18,14.49,0.08,0.1,3
"SYNTH_RF_0134",34,12.09,1.09,0.14,3
"SYNTH_RF_0134",31,10.36,0.52,0.47,3
"SYNTH_RF_0134",28,8.69,0.36,0.07,3
"SYNTH_RF_0134",31,11.01,0.41,0.52,3
"SYNTH_RF_0134",39,15.73,0.76,0.03,3
"SYNTH_RF_0135",20,10.09,1.09,0.02,1
"SYNTH_RF_0135",30,8.9,0.09,0.43,1
"SYNTH_RF_0135",29,10.5,0.16,0.11,1
"SYNTH_RF_0135",39,15.82,0.83,0.74,1
"SYNTH_RF_0135",41,8.76,1.7,0.04,1
"SYNTH_RF_0135",28,13.83,0.47,0.2,1
"SYNTH_RF_0135",27,15.17,0.25,0.87,1
"SYNTH_RF_0135",39,16.68,0.47,0.21,1
"SYNTH_RF_0136",49,10.94,0.55,0.43,3
"SYNTH_RF_0136",52,8.02,0.17,0.05,3
"SYNTH_RF_0136",43,15.37,0.05,0.08,3
"SYNTH_RF_0136",52,17.9,0.12,0.04,3
"SYNTH_RF_0136",41,15.03,1.47,0.24,3
"SYNTH_RF_0136",36,13.59,0.06,0,3
"SYNTH_RF_0136",50,8.27,0.16,0.87,3
"SYNTH_RF_0136",47,18.63,0.95,0.02,3
"SYNTH_RF_0137",34,13.67,0.52,0.13,1
"SYNTH_RF_0137",36,15.03,0.31,0.34,1
"SYNTH_RF_0137",40,13.36,0.37,0.07,1
"SYNTH_RF_0137",20,13.82,0.03,0.09,1
"SYNTH_RF_0137",24,8.71,0.88,0.05,1
"SYNTH_RF_0137",36,11.45,0.25,0.06,1
"SYNTH_RF_0137",35,11.45,0.34,0.05,1
"SYNTH_RF_0137",29,10.44,0.07,0.08,1
"SYNTH_RF_0138",16,11.84,1.04,0.83,5
"SYNTH_RF_0138",24,16.21,0.11,0.27,5
"SYNTH_RF_0138",29,10.84,0.51,0.08,5
"SYNTH_RF_0138",28,13.1,0.36,0.24,5
"SYNTH_RF_0138",29,8.67,0.05,0.11,5
"SYNTH_RF_0138",28,12.7,1.12,0.03,5
"SYNTH_RF_0138",32,15.27,0.24,0.52,5
"SYNTH_RF_0138",23,10.2,1.23,0.44,5
"SYNTH_RF_0139",17,3.91,0.24,0.01,2
"SYNTH_RF_0139",23,10.87,1.97,0.02,2
"SYNTH_RF_0139",30,12.61,0.73,1.08,2
"SYNTH_RF_0139",23,17.04,0.09,0.01,2
"SYNTH_RF_0139",42,9.28,0.97,0.42,2
"SYNTH_RF_0139",34,8.39,0.52,0.52,2
"SYNTH_RF_0139",36,9.24,0.12,0.18,2
"SYNTH_RF_0139",28,9.03,0.57,0.29,2
"SYNTH_RF_0140",24,11.61,0.57,0.16,1
"SYNTH_RF_0140",27,13.21,0.96,0.48,1
"SYNTH_RF_0140",19,6.64,1,0.31,1
"SYNTH_RF_0140",24,12.04,0.92,1.03,1
"SYNTH_RF_0140",27,6.77,0.37,0.45,1
"SYNTH_RF_0140",20,7.96,0.04,0.31,1
"SYNTH_RF_0140",33,5.31,0.27,0.13,1
"SYNTH_RF_0140",26,11,0.02,0.02,1
"SYNTH_RF_0141",23,10.15,0.15,0.23,3
"SYNTH_RF_0141",25,12.29,0.05,0.07,3
"SYNTH_RF_0141",49,6.89,0.87,0.59,3
"SYNTH_RF_0141",26,13.08,1.66,0.26,3
"SYNTH_RF_0141",41,13.91,0.12,0.02,3
"SYNTH_RF_0141",29,12.34,1.15,0.11,3
"SYNTH_RF_0141",41,12.92,0.16,0.26,3
"SYNTH_RF_0141",33,15.26,0.61,0.03,3
"SYNTH_RF_0142",43,8.82,0.18,0.34,5
"SYNTH_RF_0142",40,13.69,0.03,0.14,5
"SYNTH_RF_0142",42,10.63,3.44,0.12,5
"SYNTH_RF_0142",37,12.78,0.08,0.26,5
"SYNTH_RF_0142",40,20.02,0.72,1.03,5
"SYNTH_RF_0142",38,8.94,0.08,1.79,5
"SYNTH_RF_0142",26,17.37,0,0.16,5
"SYNTH_RF_0142",45,15.08,0.63,1.72,5
"SYNTH_RF_0143",45,11.42,3.26,0.14,2
"SYNTH_RF_0143",56,14.75,0.09,0.13,2
"SYNTH_RF_0143",47,9.95,0.39,0.22,2
"SYNTH_RF_0143",39,13.23,0.3,0.15,2
"SYNTH_RF_0143",35,19.93,0.5,0.16,2
"SYNTH_RF_0143",45,14.78,0.02,0.27,2
"SYNTH_RF_0143",46,14.78,0.12,0.33,2
"SYNTH_RF_0143",43,12.24,0.11,0.03,2
"SYNTH_RF_0144",42,11.77,0.17,0.21,3
"SYNTH_RF_0144",27,12.63,0.3,0.04,3
"SYNTH_RF_0144",34,15.79,2.6,0.08,3
"SYNTH_RF_0144",36,10.34,0.12,0.04,3
"SYNTH_RF_0144",26,16.4,0.05,0.09,3
"SYNTH_RF_0144",34,13.97,0.08,0.16,3
"SYNTH_RF_0144",40,11.23,1.28,0.09,3
"SYNTH_RF_0144",50,9.07,0.65,0.65,3
"SYNTH_RF_0145",31,12.71,1.03,0.14,3
"SYNTH_RF_0145",35,12.81,0.61,0.4,3
"SYNTH_RF_0145",49,12.23,0.2,0.57,3
"SYNTH_RF_0145",40,15.71,0.43,0.06,3
"SYNTH_RF_0145",34,18.38,0.07,0.04,3
"SYNTH_RF_0145",44,8.87,0.36,0.5,3
"SYNTH_RF_0145",33,9.04,0.15,0.02,3
"SYNTH_RF_0145",30,14.45,0.57,0.05,3
"SYNTH_RF_0146",30,9.18,0.31,0.44,3
"SYNTH_RF_0146",38,15.04,0.57,0.43,3
"SYNTH_RF_0146",38,11.89,1.13,0.62,3
"SYNTH_RF_0146",35,10.98,0.17,0.03,3
"SYNTH_RF_0146",38,9.89,0.55,0.04,3
"SYNTH_RF_0146",42,12.15,0.95,0.06,3
"SYNTH_RF_0146",33,7.7,0.08,0.25,3
"SYNTH_RF_0146",39,15.15,0.56,0.33,3
"SYNTH_RF_0147",38,13.22,0.23,0.12,3
"SYNTH_RF_0147",26,14.34,0.27,0.19,3
"SYNTH_RF_0147",44,14.63,0.47,0.05,3
"SYNTH_RF_0147",28,13.21,0.03,0.5,3
"SYNTH_RF_0147",36,10.39,0.11,0.26,3
"SYNTH_RF_0147",33,11.11,0.39,0.17,3
"SYNTH_RF_0147",23,16.28,1.81,0.2,3
"SYNTH_RF_0147",34,14.2,0.29,0.58,3
"SYNTH_RF_0148",30,9.39,0.65,0.8,3
"SYNTH_RF_0148",43,15.72,0.41,0.11,3
"SYNTH_RF_0148",29,12.35,0.17,0.31,3
"SYNTH_RF_0148",38,12.82,0.27,0.51,3
"SYNTH_RF_0148",32,9.67,0.09,0.02,3
"SYNTH_RF_0148",42,14.19,0.42,0.28,3
"SYNTH_RF_0148",29,15.17,0.89,0,3
"SYNTH_RF_0148",36,13.05,0.44,0.76,3
"SYNTH_RF_0149",29,16.19,0.17,0.11,2
"SYNTH_RF_0149",41,15.4,0.18,0.73,2
"SYNTH_RF_0149",35,11.45,0.79,0.34,2
"SYNTH_RF_0149",37,12.82,0.67,0.21,2
"SYNTH_RF_0149",44,11.77,0.05,0.76,2
"SYNTH_RF_0149",35,11.37,1.24,0.23,2
"SYNTH_RF_0149",40,13.7,0.04,0.24,2
"SYNTH_RF_0149",42,14.67,0.03,0,2
"SYNTH_RF_0150",35,14.03,0.07,0.11,1
"SYNTH_RF_0150",27,11.1,0.09,0.85,1
"SYNTH_RF_0150",32,10.79,1.02,0.52,1
"SYNTH_RF_0150",38,9.45,0.52,0.09,1
"SYNTH_RF_0150",35,6.49,0.06,0.1,1
"SYNTH_RF_0150",31,7.38,0.06,0.3,1
"SYNTH_RF_0150",36,15.55,1.05,0.22,1
"SYNTH_RF_0150",41,4.23,1.77,0.03,1
"SYNTH_RF_0151",46,16.3,0.61,0.28,5
"SYNTH_RF_0151",42,16.14,0.08,0,5
"SYNTH_RF_0151",59,14.32,0.27,0,5
"SYNTH_RF_0151",48,14.4,0.43,0.56,5
"SYNTH_RF_0151",50,10.92,1.93,0.07,5
"SYNTH_RF_0151",58,14.61,0.62,0.52,5
"SYNTH_RF_0151",54,14.53,0.13,1.21,5
"SYNTH_RF_0151",49,18.68,0.54,0.19,5
"SYNTH_RF_0152",29,9.47,0.7,0.4,3
"SYNTH_RF_0152",35,11.43,0.03,0.08,3
"SYNTH_RF_0152",34,12.01,0.73,0.14,3
"SYNTH_RF_0152",30,10.59,1.79,0.23,3
"SYNTH_RF_0152",44,15.94,0.07,0.08,3
"SYNTH_RF_0152",24,10.31,0.21,0.44,3
"SYNTH_RF_0152",33,8.87,0.32,0.17,3
"SYNTH_RF_0152",29,13.67,1.49,0.03,3
"SYNTH_RF_0153",21,11.8,0.4,1.13,2
"SYNTH_RF_0153",24,13.76,0.06,0.1,2
"SYNTH_RF_0153",33,10.71,0.34,0.32,2
"SYNTH_RF_0153",33,12.8,0.74,0.54,2
"SYNTH_RF_0153",24,10.51,0.31,0.02,2
"SYNTH_RF_0153",31,14.13,0.57,0.1,2
"SYNTH_RF_0153",31,11.44,0.08,0.52,2
"SYNTH_RF_0153",32,15.35,0.04,0.3,2
"SYNTH_RF_0154",28,10.49,0.71,0.48,2
"SYNTH_RF_0154",27,10.66,1.38,0.81,2
"SYNTH_RF_0154",25,10.27,0.73,0.64,2
"SYNTH_RF_0154",35,11.61,0.35,0.49,2
"SYNTH_RF_0154",30,12.4,0.24,0.18,2
"SYNTH_RF_0154",29,14.29,1.15,0.06,2
"SYNTH_RF_0154",50,13.08,1.47,1.79,2
"SYNTH_RF_0154",34,11.68,0.38,0.64,2
"SYNTH_RF_0155",30,11.13,0.11,0.08,2
"SYNTH_RF_0155",34,14.39,0.04,0.07,2
"SYNTH_RF_0155",41,9.82,0.11,0.47,2
"SYNTH_RF_0155",28,11.84,0.65,0.06,2
"SYNTH_RF_0155",34,12.11,1.71,1.25,2
"SYNTH_RF_0155",29,11.38,0.34,0.29,2
"SYNTH_RF_0155",33,13.64,0.94,0.17,2
"SYNTH_RF_0155",25,10.31,0.17,0.09,2
"SYNTH_RF_0156",35,11.16,0.01,0.01,4
"SYNTH_RF_0156",48,12.79,0.09,0.57,4
"SYNTH_RF_0156",49,14.74,0.08,0.24,4
"SYNTH_RF_0156",43,15.56,0.06,0.77,4
"SYNTH_RF_0156",47,10.13,1.21,0.16,4
"SYNTH_RF_0156",44,8.62,0.16,0.17,4
"SYNTH_RF_0156",36,13.77,0.56,0.71,4
"SYNTH_RF_0156",45,17.12,0.7,0.02,4
"SYNTH_RF_0157",27,17.08,0.14,0.59,1
"SYNTH_RF_0157",28,9.44,0.92,0.15,1
"SYNTH_RF_0157",22,18.14,0.12,0.89,1
"SYNTH_RF_0157",25,12.33,0.01,0.48,1
"SYNTH_RF_0157",33,17.09,1.15,0.33,1
"SYNTH_RF_0157",45,16.22,0.05,0.33,1
"SYNTH_RF_0157",30,11.56,0.28,0.11,1
"SYNTH_RF_0157",34,15.59,0.32,0.53,1
"SYNTH_RF_0158",31,11.48,0.22,0.57,3
"SYNTH_RF_0158",43,10.89,0.03,0.01,3
"SYNTH_RF_0158",52,13.15,0.25,0.34,3
"SYNTH_RF_0158",43,9.69,0.2,0.2,3
"SYNTH_RF_0158",40,12.27,0.23,0.05,3
"SYNTH_RF_0158",44,15.4,0.4,0.11,3
"SYNTH_RF_0158",29,12.74,0.13,0.11,3
"SYNTH_RF_0158",36,17.1,0.42,0.51,3
"SYNTH_RF_0159",35,16.84,0.01,0.38,2
"SYNTH_RF_0159",27,7.82,0.18,0.07,2
"SYNTH_RF_0159",28,9.63,0.17,0.17,2
"SYNTH_RF_0159",32,7.82,0.19,0.14,2
"SYNTH_RF_0159",37,11.79,0.63,0.16,2
"SYNTH_RF_0159",30,13.27,0.14,0.47,2
"SYNTH_RF_0159",37,2.96,1.13,0.14,2
"SYNTH_RF_0159",27,15.33,0.03,0.21,2
"SYNTH_RF_0160",24,7.69,0.85,0.22,1
"SYNTH_RF_0160",27,4.61,0.05,0.55,1
"SYNTH_RF_0160",22,10.76,0.15,0.2,1
"SYNTH_RF_0160",24,11.97,1.23,0.47,1
"SYNTH_RF_0160",28,11.8,0.04,0.56,1
"SYNTH_RF_0160",27,6.45,0.81,0.13,1
"SYNTH_RF_0160",42,9.5,0.21,0.26,1
"SYNTH_RF_0160",22,6.74,0.71,0.45,1
"SYNTH_RF_0161",44,9.24,0.46,0.73,4
"SYNTH_RF_0161",40,13.96,0.87,0.07,4
"SYNTH_RF_0161",37,11.31,0.93,0.03,4
"SYNTH_RF_0161",39,11.86,1.67,0.02,4
"SYNTH_RF_0161",35,17.11,0.7,0.35,4
"SYNTH_RF_0161",49,13.95,0.05,0.12,4
"SYNTH_RF_0161",45,10.14,0.01,0.01,4
"SYNTH_RF_0161",43,11.24,0.25,0.05,4
"SYNTH_RF_0162",21,6.75,0.08,0.24,2
"SYNTH_RF_0162",30,11.17,0.21,0.81,2
"SYNTH_RF_0162",20,7.02,0.2,0.18,2
"SYNTH_RF_0162",35,11.99,0.7,0.33,2
"SYNTH_RF_0162",22,7.69,0.19,0.31,2
"SYNTH_RF_0162",21,12.21,0.3,0.29,2
"SYNTH_RF_0162",37,11.08,1.09,0.36,2
"SYNTH_RF_0162",32,7.65,1.08,0.19,2
"SYNTH_RF_0163",23,7.13,0.55,0.15,2
"SYNTH_RF_0163",37,15.28,0.6,0.59,2
"SYNTH_RF_0163",27,7.79,0.75,0.31,2
"SYNTH_RF_0163",20,9.78,0.43,0.14,2
"SYNTH_RF_0163",36,8.9,0.06,0.89,2
"SYNTH_RF_0163",34,13.02,0.97,0.17,2
"SYNTH_RF_0163",33,9.43,0.16,0.19,2
"SYNTH_RF_0163",31,8.56,0.29,0.1,2
"SYNTH_RF_0164",49,12.78,0.44,0.21,4
"SYNTH_RF_0164",44,10.02,0.15,0.14,4
"SYNTH_RF_0164",52,9.64,0.11,0.56,4
"SYNTH_RF_0164",51,9.88,0.13,0.22,4
"SYNTH_RF_0164",36,19.09,0.6,0.1,4
"SYNTH_RF_0164",53,11.97,0.02,0.61,4
"SYNTH_RF_0164",46,18.41,0.34,0.93,4
"SYNTH_RF_0164",48,14.68,0.33,0.27,4
"SYNTH_RF_0165",40,15.18,0.82,0.07,3
"SYNTH_RF_0165",37,10.85,0.13,1.58,3
"SYNTH_RF_0165",24,7.03,0.38,0.06,3
"SYNTH_RF_0165",48,14.94,0.03,1.03,3
"SYNTH_RF_0165",29,4.93,0.05,0.33,3
"SYNTH_RF_0165",40,15.01,0.07,0.24,3
"SYNTH_RF_0165",25,11.46,0.08,0.43,3
"SYNTH_RF_0165",37,13.31,0.52,0.13,3
"SYNTH_RF_0166",37,12.11,0.52,0.19,4
"SYNTH_RF_0166",35,20.01,0.16,0.03,4
"SYNTH_RF_0166",24,14.86,0.01,0.41,4
"SYNTH_RF_0166",28,13.4,0.3,0.36,4
"SYNTH_RF_0166",33,10.3,0.25,0,4
"SYNTH_RF_0166",26,15.77,0.87,0.24,4
"SYNTH_RF_0166",36,9.97,1.78,0.23,4
"SYNTH_RF_0166",26,10.79,0.15,0.2,4
"SYNTH_RF_0167",43,13.9,1.64,0.08,5
"SYNTH_RF_0167",47,14.64,0.09,0.39,5
"SYNTH_RF_0167",51,13.02,0.09,0.53,5
"SYNTH_RF_0167",46,14.89,1.8,0.29,5
"SYNTH_RF_0167",39,8.58,0.14,0.06,5
"SYNTH_RF_0167",47,14.64,0.48,0.04,5
"SYNTH_RF_0167",54,13.82,0.08,0.08,5
"SYNTH_RF_0167",52,16.7,1.57,1.45,5
"SYNTH_RF_0168",39,13.13,0.24,1,3
"SYNTH_RF_0168",43,16.1,1.54,0.33,3
"SYNTH_RF_0168",33,13.87,0.55,0.22,3
"SYNTH_RF_0168",39,9.89,0.73,0.41,3
"SYNTH_RF_0168",46,11.91,1.04,0.14,3
"SYNTH_RF_0168",37,9.86,0.75,0.47,3
"SYNTH_RF_0168",33,7.37,0.05,0.03,3
"SYNTH_RF_0168",23,12.57,0.73,0.31,3
"SYNTH_RF_0169",23,7.06,1.57,0.06,1
"SYNTH_RF_0169",39,10.49,0.69,0.62,1
"SYNTH_RF_0169",34,16.04,0.09,0.39,1
"SYNTH_RF_0169",22,15.1,0.12,0.01,1
"SYNTH_RF_0169",25,8.73,0.08,0.08,1
"SYNTH_RF_0169",48,12.55,0.12,1.16,1
"SYNTH_RF_0169",37,11.65,0,0.5,1
"SYNTH_RF_0169",24,8.3,0.21,0.09,1
"SYNTH_RF_0170",28,11.24,1.1,0.71,2
"SYNTH_RF_0170",42,5.93,0.33,0.27,2
"SYNTH_RF_0170",29,10.06,0.62,0.51,2
"SYNTH_RF_0170",35,15.35,0.31,1.15,2
"SYNTH_RF_0170",39,13.06,0.03,0.09,2
"SYNTH_RF_0170",29,8.94,0,0.35,2
"SYNTH_RF_0170",41,9.42,0.38,0.01,2
"SYNTH_RF_0170",23,17.3,0.01,0.5,2
"SYNTH_RF_0171",36,12.76,0.45,0.77,2
"SYNTH_RF_0171",41,11.85,0.82,0.17,2
"SYNTH_RF_0171",40,11.09,1.45,1.25,2
"SYNTH_RF_0171",33,11.88,0.01,0.15,2
"SYNTH_RF_0171",26,13.65,0.61,0.26,2
"SYNTH_RF_0171",36,16.09,0.23,0.55,2
"SYNTH_RF_0171",37,11.04,0.16,0.12,2
"SYNTH_RF_0171",37,11.27,0.05,0.54,2
"SYNTH_RF_0172",38,12.81,0.54,0.21,5
"SYNTH_RF_0172",46,12.42,0.54,0.55,5
"SYNTH_RF_0172",42,15.02,0.22,0.23,5
"SYNTH_RF_0172",31,16.11,0.55,0.15,5
"SYNTH_RF_0172",44,9.73,2.64,0.26,5
"SYNTH_RF_0172",36,9.71,0.07,0,5
"SYNTH_RF_0172",56,14.15,0.06,1.89,5
"SYNTH_RF_0172",43,13.76,1.66,0.13,5
"SYNTH_RF_0173",32,13.54,0.52,0.04,3
"SYNTH_RF_0173",28,12.75,0.55,0.05,3
"SYNTH_RF_0173",40,14.61,0.9,0.2,3
"SYNTH_RF_0173",29,15.18,0.03,0.08,3
"SYNTH_RF_0173",29,11.47,0.72,0.17,3
"SYNTH_RF_0173",20,12.63,0.21,0.14,3
"SYNTH_RF_0173",26,7.56,0.19,0.3,3
"SYNTH_RF_0173",32,6.98,0.28,0.17,3
"SYNTH_RF_0174",29,12.44,0.15,0.02,1
"SYNTH_RF_0174",30,11.16,0.25,0.07,1
"SYNTH_RF_0174",37,10.94,0.11,0.15,1
"SYNTH_RF_0174",28,10.69,0.26,0.12,1
"SYNTH_RF_0174",34,7.31,0.75,1.13,1
"SYNTH_RF_0174",29,11.94,0.11,1.23,1
"SYNTH_RF_0174",27,9.03,0.49,0.11,1
"SYNTH_RF_0174",29,16.22,1.14,0.2,1
"SYNTH_RF_0175",29,13.06,0.64,0.45,4
"SYNTH_RF_0175",37,15.09,0.21,0.2,4
"SYNTH_RF_0175",32,8.22,0.19,0.13,4
"SYNTH_RF_0175",33,10.49,0.05,1.01,4
"SYNTH_RF_0175",38,18.52,0.46,0.7,4
"SYNTH_RF_0175",32,13.13,0.1,0.78,4
"SYNTH_RF_0175",37,12,1.19,0.35,4
"SYNTH_RF_0175",37,9.57,0.64,0.04,4
"SYNTH_RF_0176",15,2.69,0.11,0.13,1
"SYNTH_RF_0176",22,15.46,1.24,0.25,1
"SYNTH_RF_0176",23,13.2,0.49,0.14,1
"SYNTH_RF_0176",27,8.37,0.15,0.22,1
"SYNTH_RF_0176",20,6.79,1.81,0.03,1
"SYNTH_RF_0176",28,12.64,0.38,0.59,1
"SYNTH_RF_0176",23,11.48,0.43,0.22,1
"SYNTH_RF_0176",24,11.98,0.44,0.23,1
"SYNTH_RF_0177",38,10.34,0.08,0.52,4
"SYNTH_RF_0177",39,13.42,1,0.15,4
"SYNTH_RF_0177",38,12.19,0.11,0.34,4
"SYNTH_RF_0177",39,16.2,0.04,0.1,4
"SYNTH_RF_0177",34,14.68,0.57,0.02,4
"SYNTH_RF_0177",26,14.21,0.76,0.19,4
"SYNTH_RF_0177",26,13.57,0.09,0.04,4
"SYNTH_RF_0177",34,15.48,0.05,0.8,4
"SYNTH_RF_0178",25,7.98,0.06,0.03,1
"SYNTH_RF_0178",29,15.56,0.37,0.84,1
"SYNTH_RF_0178",26,7.91,0.81,0.35,1
"SYNTH_RF_0178",33,11.56,0.29,0.58,1
"SYNTH_RF_0178",24,9.82,0.12,1.01,1
"SYNTH_RF_0178",26,17.17,0.12,0.25,1
"SYNTH_RF_0178",23,11.11,0.06,0.32,1
"SYNTH_RF_0178",29,11.49,0.69,0.1,1
"SYNTH_RF_0179",29,13.99,0.13,0.24,2
"SYNTH_RF_0179",32,10.15,0.47,0.15,2
"SYNTH_RF_0179",31,18.23,0.02,1.5,2
"SYNTH_RF_0179",34,5.91,0.54,0.91,2
"SYNTH_RF_0179",36,13.52,0.76,0.72,2
"SYNTH_RF_0179",34,7.11,0.05,1.29,2
"SYNTH_RF_0179",39,9.19,0.26,0.01,2
"SYNTH_RF_0179",39,10.1,0.15,1.29,2
"SYNTH_RF_0180",40,13.73,0.01,0.25,4
"SYNTH_RF_0180",38,12.88,1.72,0.16,4
"SYNTH_RF_0180",38,14.36,0.6,0.64,4
"SYNTH_RF_0180",28,9.9,0.19,0.41,4
"SYNTH_RF_0180",36,11.15,0.09,0.1,4
"SYNTH_RF_0180",25,10.48,0.15,0.89,4
"SYNTH_RF_0180",42,11.13,1.08,0.33,4
"SYNTH_RF_0180",31,14.93,1.02,0.22,4
"SYNTH_RF_0181",29,17.26,0.73,0.71,1
"SYNTH_RF_0181",33,7.94,0.44,0.01,1
"SYNTH_RF_0181",28,11.23,0.95,0.18,1
"SYNTH_RF_0181",33,8,0.78,0.14,1
