"PersonId","TaskType","credits","PeriodStart","PeriodEnd"
"PID0635","Analysis and research",2.5,"2026-01-04","2026-07-04"
"PID0635","General assistance",4,"2026-01-04","2026-07-04"
"PID0635","Specialised workflow",12.1,"2026-01-04","2026-07-04"
"PID0636","Write or debug code",19.5,"2026-01-04","2026-07-04"
"PID0636","Meeting workflow",71.4,"2026-01-04","2026-07-04"
"PID0636","Email workflow",10.5,"2026-01-04","2026-07-04"
"PID0636","Communication workflow",15.6,"2026-01-04","2026-07-04"
"PID0636","Document and comment",26.9,"2026-01-04","2026-07-04"
"PID0636","Analysis and research",21.2,"2026-01-04","2026-07-04"
"PID0636","General assistance",47.5,"2026-01-04","2026-07-04"
"PID0636","Specialised workflow",9.7,"2026-01-04","2026-07-04"
"PID0637","Write or debug code",1.5,"2026-01-04","2026-07-04"
"PID0637","Meeting workflow",8.2,"2026-01-04","2026-07-04"
"PID0637","Email workflow",8.1,"2026-01-04","2026-07-04"
"PID0637","Communication workflow",8.7,"2026-01-04","2026-07-04"
"PID0637","Document and comment",5.9,"2026-01-04","2026-07-04"
"PID0637","Analysis and research",4.8,"2026-01-04","2026-07-04"
"PID0637","General assistance",2.3,"2026-01-04","2026-07-04"
"PID0637","Specialised workflow",4.6,"2026-01-04","2026-07-04"
"PID0638","Write or debug code",77,"2026-01-04","2026-07-04"
"PID0638","Meeting workflow",120.8,"2026-01-04","2026-07-04"
"PID0638","Email workflow",87.5,"2026-01-04","2026-07-04"
"PID0638","Communication workflow",26.2,"2026-01-04","2026-07-04"
"PID0638","Document and comment",27.3,"2026-01-04","2026-07-04"
"PID0638","Analysis and research",71.7,"2026-01-04","2026-07-04"
"PID0638","General assistance",62.1,"2026-01-04","2026-07-04"
"PID0638","Specialised workflow",19,"2026-01-04","2026-07-04"
"PID0639","Write or debug code",16.5,"2026-01-04","2026-07-04"
"PID0639","Meeting workflow",19.5,"2026-01-04","2026-07-04"
"PID0639","Email workflow",20.2,"2026-01-04","2026-07-04"
"PID0639","Communication workflow",29.2,"2026-01-04","2026-07-04"
"PID0639","Document and comment",21.5,"2026-01-04","2026-07-04"
"PID0639","Analysis and research",9.7,"2026-01-04","2026-07-04"
"PID0639","General assistance",7.8,"2026-01-04","2026-07-04"
"PID0639","Specialised workflow",17.8,"2026-01-04","2026-07-04"
"PID0640","Write or debug code",2.1,"2026-01-04","2026-07-04"
"PID0640","Meeting workflow",0.8,"2026-01-04","2026-07-04"
"PID0640","Email workflow",3.2,"2026-01-04","2026-07-04"
"PID0640","Communication workflow",1.3,"2026-01-04","2026-07-04"
"PID0640","Document and comment",1,"2026-01-04","2026-07-04"
"PID0640","Analysis and research",2.6,"2026-01-04","2026-07-04"
"PID0640","General assistance",3.3,"2026-01-04","2026-07-04"
"PID0640","Specialised workflow",7.7,"2026-01-04","2026-07-04"
"PID0641","Write or debug code",178.4,"2026-01-04","2026-07-04"
"PID0641","Meeting workflow",47.1,"2026-01-04","2026-07-04"
"PID0641","Email workflow",129.7,"2026-01-04","2026-07-04"
"PID0641","Communication workflow",113.4,"2026-01-04","2026-07-04"
"PID0641","Document and comment",195.2,"2026-01-04","2026-07-04"
"PID0641","Analysis and research",71,"2026-01-04","2026-07-04"
"PID0641","General assistance",241,"2026-01-04","2026-07-04"
"PID0641","Specialised workflow",257.9,"2026-01-04","2026-07-04"
"PID0642","Write or debug code",33.7,"2026-01-04","2026-07-04"
"PID0642","Meeting workflow",9.6,"2026-01-04","2026-07-04"
"PID0642","Email workflow",9.5,"2026-01-04","2026-07-04"
"PID0642","Communication workflow",27.6,"2026-01-04","2026-07-04"
"PID0642","Document and comment",27,"2026-01-04","2026-07-04"
"PID0642","Analysis and research",12.3,"2026-01-04","2026-07-04"
"PID0642","General assistance",6.5,"2026-01-04","2026-07-04"
"PID0642","Specialised workflow",25.7,"2026-01-04","2026-07-04"
"PID0643","Write or debug code",72.1,"2026-01-04","2026-07-04"
"PID0643","Meeting workflow",12.8,"2026-01-04","2026-07-04"
"PID0643","Email workflow",16.7,"2026-01-04","2026-07-04"
"PID0643","Communication workflow",18.4,"2026-01-04","2026-07-04"
"PID0643","Document and comment",14.2,"2026-01-04","2026-07-04"
"PID0643","Analysis and research",40.7,"2026-01-04","2026-07-04"
"PID0643","General assistance",23.2,"2026-01-04","2026-07-04"
"PID0643","Specialised workflow",82.5,"2026-01-04","2026-07-04"
"PID0644","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0644","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0644","Email workflow",0,"2026-01-04","2026-07-04"
"PID0644","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0644","Document and comment",0,"2026-01-04","2026-07-04"
"PID0644","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0644","General assistance",0,"2026-01-04","2026-07-04"
"PID0644","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0645","Write or debug code",114.4,"2026-01-04","2026-07-04"
"PID0645","Meeting workflow",60.6,"2026-01-04","2026-07-04"
"PID0645","Email workflow",119.2,"2026-01-04","2026-07-04"
"PID0645","Communication workflow",158.8,"2026-01-04","2026-07-04"
"PID0645","Document and comment",88.1,"2026-01-04","2026-07-04"
"PID0645","Analysis and research",20.8,"2026-01-04","2026-07-04"
"PID0645","General assistance",84.5,"2026-01-04","2026-07-04"
"PID0645","Specialised workflow",24.4,"2026-01-04","2026-07-04"
"PID0646","Write or debug code",19,"2026-01-04","2026-07-04"
"PID0646","Meeting workflow",35.3,"2026-01-04","2026-07-04"
"PID0646","Email workflow",23.7,"2026-01-04","2026-07-04"
"PID0646","Communication workflow",31.9,"2026-01-04","2026-07-04"
"PID0646","Document and comment",97,"2026-01-04","2026-07-04"
"PID0646","Analysis and research",48,"2026-01-04","2026-07-04"
"PID0646","General assistance",37.5,"2026-01-04","2026-07-04"
"PID0646","Specialised workflow",240.5,"2026-01-04","2026-07-04"
"PID0647","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0647","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0647","Email workflow",0,"2026-01-04","2026-07-04"
"PID0647","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0647","Document and comment",0,"2026-01-04","2026-07-04"
"PID0647","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0647","General assistance",0,"2026-01-04","2026-07-04"
"PID0647","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0648","Write or debug code",568.2,"2026-01-04","2026-07-04"
"PID0648","Meeting workflow",95,"2026-01-04","2026-07-04"
"PID0648","Email workflow",268.4,"2026-01-04","2026-07-04"
"PID0648","Communication workflow",209.8,"2026-01-04","2026-07-04"
"PID0648","Document and comment",219.3,"2026-01-04","2026-07-04"
"PID0648","Analysis and research",276.6,"2026-01-04","2026-07-04"
"PID0648","General assistance",103.7,"2026-01-04","2026-07-04"
"PID0648","Specialised workflow",380.8,"2026-01-04","2026-07-04"
"PID0649","Write or debug code",42.5,"2026-01-04","2026-07-04"
"PID0649","Meeting workflow",21.6,"2026-01-04","2026-07-04"
"PID0649","Email workflow",155.9,"2026-01-04","2026-07-04"
"PID0649","Communication workflow",68.8,"2026-01-04","2026-07-04"
"PID0649","Document and comment",25.3,"2026-01-04","2026-07-04"
"PID0649","Analysis and research",46.9,"2026-01-04","2026-07-04"
"PID0649","General assistance",131.1,"2026-01-04","2026-07-04"
"PID0649","Specialised workflow",48.6,"2026-01-04","2026-07-04"
"PID0650","Write or debug code",150.7,"2026-01-04","2026-07-04"
"PID0650","Meeting workflow",192.2,"2026-01-04","2026-07-04"
"PID0650","Email workflow",351.3,"2026-01-04","2026-07-04"
"PID0650","Communication workflow",143,"2026-01-04","2026-07-04"
"PID0650","Document and comment",18.4,"2026-01-04","2026-07-04"
"PID0650","Analysis and research",41.8,"2026-01-04","2026-07-04"
"PID0650","General assistance",20.9,"2026-01-04","2026-07-04"
"PID0650","Specialised workflow",200.6,"2026-01-04","2026-07-04"
"PID0651","Write or debug code",1.8,"2026-01-04","2026-07-04"
"PID0651","Meeting workflow",0.4,"2026-01-04","2026-07-04"
"PID0651","Email workflow",0.5,"2026-01-04","2026-07-04"
"PID0651","Communication workflow",1.4,"2026-01-04","2026-07-04"
"PID0651","Document and comment",1.1,"2026-01-04","2026-07-04"
"PID0651","Analysis and research",1.9,"2026-01-04","2026-07-04"
"PID0651","General assistance",1,"2026-01-04","2026-07-04"
"PID0651","Specialised workflow",1,"2026-01-04","2026-07-04"
"PID0652","Write or debug code",4.4,"2026-01-04","2026-07-04"
"PID0652","Meeting workflow",11,"2026-01-04","2026-07-04"
"PID0652","Email workflow",35.8,"2026-01-04","2026-07-04"
"PID0652","Communication workflow",8.3,"2026-01-04","2026-07-04"
"PID0652","Document and comment",116.8,"2026-01-04","2026-07-04"
"PID0652","Analysis and research",12.4,"2026-01-04","2026-07-04"
"PID0652","General assistance",29.1,"2026-01-04","2026-07-04"
"PID0652","Specialised workflow",14.5,"2026-01-04","2026-07-04"
"PID0653","Write or debug code",5.2,"2026-01-04","2026-07-04"
"PID0653","Meeting workflow",1.2,"2026-01-04","2026-07-04"
"PID0653","Email workflow",1,"2026-01-04","2026-07-04"
"PID0653","Communication workflow",1,"2026-01-04","2026-07-04"
"PID0653","Document and comment",1.9,"2026-01-04","2026-07-04"
"PID0653","Analysis and research",1.8,"2026-01-04","2026-07-04"
"PID0653","General assistance",0.9,"2026-01-04","2026-07-04"
"PID0653","Specialised workflow",0.8,"2026-01-04","2026-07-04"
"PID0654","Write or debug code",53.7,"2026-01-04","2026-07-04"
"PID0654","Meeting workflow",46.8,"2026-01-04","2026-07-04"
"PID0654","Email workflow",52.3,"2026-01-04","2026-07-04"
"PID0654","Communication workflow",57.2,"2026-01-04","2026-07-04"
"PID0654","Document and comment",105.1,"2026-01-04","2026-07-04"
"PID0654","Analysis and research",16.3,"2026-01-04","2026-07-04"
"PID0654","General assistance",112.3,"2026-01-04","2026-07-04"
"PID0654","Specialised workflow",34.9,"2026-01-04","2026-07-04"
"PID0655","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0655","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0655","Email workflow",0,"2026-01-04","2026-07-04"
"PID0655","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0655","Document and comment",0,"2026-01-04","2026-07-04"
"PID0655","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0655","General assistance",0,"2026-01-04","2026-07-04"
"PID0655","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0656","Write or debug code",95.7,"2026-01-04","2026-07-04"
"PID0656","Meeting workflow",25.1,"2026-01-04","2026-07-04"
"PID0656","Email workflow",16.5,"2026-01-04","2026-07-04"
"PID0656","Communication workflow",15.3,"2026-01-04","2026-07-04"
"PID0656","Document and comment",30.8,"2026-01-04","2026-07-04"
"PID0656","Analysis and research",105.5,"2026-01-04","2026-07-04"
"PID0656","General assistance",34.7,"2026-01-04","2026-07-04"
"PID0656","Specialised workflow",64.9,"2026-01-04","2026-07-04"
"PID0657","Write or debug code",48,"2026-01-04","2026-07-04"
"PID0657","Meeting workflow",336.4,"2026-01-04","2026-07-04"
"PID0657","Email workflow",160.3,"2026-01-04","2026-07-04"
"PID0657","Communication workflow",170.8,"2026-01-04","2026-07-04"
"PID0657","Document and comment",27.3,"2026-01-04","2026-07-04"
"PID0657","Analysis and research",19.7,"2026-01-04","2026-07-04"
"PID0657","General assistance",88.7,"2026-01-04","2026-07-04"
"PID0657","Specialised workflow",33.2,"2026-01-04","2026-07-04"
"PID0658","Write or debug code",4.4,"2026-01-04","2026-07-04"
"PID0658","Meeting workflow",4.6,"2026-01-04","2026-07-04"
"PID0658","Email workflow",22.6,"2026-01-04","2026-07-04"
"PID0658","Communication workflow",13.5,"2026-01-04","2026-07-04"
"PID0658","Document and comment",3.4,"2026-01-04","2026-07-04"
"PID0658","Analysis and research",11,"2026-01-04","2026-07-04"
"PID0658","General assistance",44.9,"2026-01-04","2026-07-04"
"PID0658","Specialised workflow",4.1,"2026-01-04","2026-07-04"
"PID0659","Write or debug code",97.3,"2026-01-04","2026-07-04"
"PID0659","Meeting workflow",196.8,"2026-01-04","2026-07-04"
"PID0659","Email workflow",66,"2026-01-04","2026-07-04"
"PID0659","Communication workflow",141.3,"2026-01-04","2026-07-04"
"PID0659","Document and comment",34,"2026-01-04","2026-07-04"
"PID0659","Analysis and research",316.3,"2026-01-04","2026-07-04"
"PID0659","General assistance",208.5,"2026-01-04","2026-07-04"
"PID0659","Specialised workflow",114.9,"2026-01-04","2026-07-04"
"PID0660","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0660","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0660","Email workflow",0,"2026-01-04","2026-07-04"
"PID0660","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0660","Document and comment",0,"2026-01-04","2026-07-04"
"PID0660","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0660","General assistance",0,"2026-01-04","2026-07-04"
"PID0660","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0661","Write or debug code",51.8,"2026-01-04","2026-07-04"
"PID0661","Meeting workflow",106.2,"2026-01-04","2026-07-04"
"PID0661","Email workflow",222.1,"2026-01-04","2026-07-04"
"PID0661","Communication workflow",137.1,"2026-01-04","2026-07-04"
"PID0661","Document and comment",24.5,"2026-01-04","2026-07-04"
"PID0661","Analysis and research",98.8,"2026-01-04","2026-07-04"
"PID0661","General assistance",93,"2026-01-04","2026-07-04"
"PID0661","Specialised workflow",104.6,"2026-01-04","2026-07-04"
"PID0662","Write or debug code",196.3,"2026-01-04","2026-07-04"
"PID0662","Meeting workflow",91.8,"2026-01-04","2026-07-04"
"PID0662","Email workflow",122,"2026-01-04","2026-07-04"
"PID0662","Communication workflow",376.9,"2026-01-04","2026-07-04"
"PID0662","Document and comment",161.2,"2026-01-04","2026-07-04"
"PID0662","Analysis and research",241,"2026-01-04","2026-07-04"
"PID0662","General assistance",119.1,"2026-01-04","2026-07-04"
"PID0662","Specialised workflow",64.8,"2026-01-04","2026-07-04"
"PID0663","Write or debug code",15.6,"2026-01-04","2026-07-04"
"PID0663","Meeting workflow",43.2,"2026-01-04","2026-07-04"
"PID0663","Email workflow",13.5,"2026-01-04","2026-07-04"
"PID0663","Communication workflow",32.9,"2026-01-04","2026-07-04"
"PID0663","Document and comment",15.7,"2026-01-04","2026-07-04"
"PID0663","Analysis and research",35.9,"2026-01-04","2026-07-04"
"PID0663","General assistance",80.4,"2026-01-04","2026-07-04"
"PID0663","Specialised workflow",44,"2026-01-04","2026-07-04"
"PID0664","Write or debug code",12.5,"2026-01-04","2026-07-04"
"PID0664","Meeting workflow",38.5,"2026-01-04","2026-07-04"
"PID0664","Email workflow",19,"2026-01-04","2026-07-04"
"PID0664","Communication workflow",27.6,"2026-01-04","2026-07-04"
"PID0664","Document and comment",2.4,"2026-01-04","2026-07-04"
"PID0664","Analysis and research",22.1,"2026-01-04","2026-07-04"
"PID0664","General assistance",6.5,"2026-01-04","2026-07-04"
"PID0664","Specialised workflow",18.4,"2026-01-04","2026-07-04"
"PID0665","Write or debug code",98.9,"2026-01-04","2026-07-04"
"PID0665","Meeting workflow",123,"2026-01-04","2026-07-04"
"PID0665","Email workflow",259.8,"2026-01-04","2026-07-04"
"PID0665","Communication workflow",55.9,"2026-01-04","2026-07-04"
"PID0665","Document and comment",274.1,"2026-01-04","2026-07-04"
"PID0665","Analysis and research",168,"2026-01-04","2026-07-04"
"PID0665","General assistance",64,"2026-01-04","2026-07-04"
"PID0665","Specialised workflow",267.9,"2026-01-04","2026-07-04"
"PID0666","Write or debug code",32.5,"2026-01-04","2026-07-04"
"PID0666","Meeting workflow",43.8,"2026-01-04","2026-07-04"
"PID0666","Email workflow",46.9,"2026-01-04","2026-07-04"
"PID0666","Communication workflow",58.8,"2026-01-04","2026-07-04"
"PID0666","Document and comment",48.9,"2026-01-04","2026-07-04"
"PID0666","Analysis and research",13.8,"2026-01-04","2026-07-04"
"PID0666","General assistance",103,"2026-01-04","2026-07-04"
"PID0666","Specialised workflow",44.1,"2026-01-04","2026-07-04"
"PID0667","Write or debug code",3.9,"2026-01-04","2026-07-04"
"PID0667","Meeting workflow",28,"2026-01-04","2026-07-04"
"PID0667","Email workflow",26.1,"2026-01-04","2026-07-04"
"PID0667","Communication workflow",18.1,"2026-01-04","2026-07-04"
"PID0667","Document and comment",15.5,"2026-01-04","2026-07-04"
"PID0667","Analysis and research",5.1,"2026-01-04","2026-07-04"
"PID0667","General assistance",11,"2026-01-04","2026-07-04"
"PID0667","Specialised workflow",22.4,"2026-01-04","2026-07-04"
"PID0668","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0668","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0668","Email workflow",0,"2026-01-04","2026-07-04"
"PID0668","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0668","Document and comment",0,"2026-01-04","2026-07-04"
"PID0668","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0668","General assistance",0,"2026-01-04","2026-07-04"
"PID0668","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0669","Write or debug code",24.6,"2026-01-04","2026-07-04"
"PID0669","Meeting workflow",7.8,"2026-01-04","2026-07-04"
"PID0669","Email workflow",126.3,"2026-01-04","2026-07-04"
"PID0669","Communication workflow",23.2,"2026-01-04","2026-07-04"
"PID0669","Document and comment",14.3,"2026-01-04","2026-07-04"
"PID0669","Analysis and research",41.4,"2026-01-04","2026-07-04"
"PID0669","General assistance",46.6,"2026-01-04","2026-07-04"
"PID0669","Specialised workflow",76.3,"2026-01-04","2026-07-04"
"PID0670","Write or debug code",24.4,"2026-01-04","2026-07-04"
"PID0670","Meeting workflow",6.6,"2026-01-04","2026-07-04"
"PID0670","Email workflow",11.3,"2026-01-04","2026-07-04"
"PID0670","Communication workflow",12,"2026-01-04","2026-07-04"
"PID0670","Document and comment",5.3,"2026-01-04","2026-07-04"
"PID0670","Analysis and research",11.9,"2026-01-04","2026-07-04"
"PID0670","General assistance",27.1,"2026-01-04","2026-07-04"
"PID0670","Specialised workflow",24.6,"2026-01-04","2026-07-04"
"PID0671","Write or debug code",64,"2026-01-04","2026-07-04"
"PID0671","Meeting workflow",14.1,"2026-01-04","2026-07-04"
"PID0671","Email workflow",55.1,"2026-01-04","2026-07-04"
"PID0671","Communication workflow",113.7,"2026-01-04","2026-07-04"
"PID0671","Document and comment",25.8,"2026-01-04","2026-07-04"
"PID0671","Analysis and research",26.5,"2026-01-04","2026-07-04"
"PID0671","General assistance",23.2,"2026-01-04","2026-07-04"
"PID0671","Specialised workflow",34.1,"2026-01-04","2026-07-04"
"PID0672","Write or debug code",4.8,"2026-01-04","2026-07-04"
"PID0672","Meeting workflow",11.8,"2026-01-04","2026-07-04"
"PID0672","Email workflow",12.6,"2026-01-04","2026-07-04"
"PID0672","Communication workflow",1.9,"2026-01-04","2026-07-04"
"PID0672","Document and comment",1.7,"2026-01-04","2026-07-04"
"PID0672","Analysis and research",12,"2026-01-04","2026-07-04"
"PID0672","General assistance",5.6,"2026-01-04","2026-07-04"
"PID0672","Specialised workflow",4.4,"2026-01-04","2026-07-04"
"PID0673","Write or debug code",16.8,"2026-01-04","2026-07-04"
"PID0673","Meeting workflow",3.3,"2026-01-04","2026-07-04"
"PID0673","Email workflow",8.7,"2026-01-04","2026-07-04"
"PID0673","Communication workflow",2.9,"2026-01-04","2026-07-04"
"PID0673","Document and comment",3.3,"2026-01-04","2026-07-04"
"PID0673","Analysis and research",2,"2026-01-04","2026-07-04"
"PID0673","General assistance",6.8,"2026-01-04","2026-07-04"
"PID0673","Specialised workflow",3.2,"2026-01-04","2026-07-04"
"PID0674","Write or debug code",88.8,"2026-01-04","2026-07-04"
"PID0674","Meeting workflow",36.6,"2026-01-04","2026-07-04"
"PID0674","Email workflow",54.4,"2026-01-04","2026-07-04"
"PID0674","Communication workflow",74.1,"2026-01-04","2026-07-04"
"PID0674","Document and comment",205.1,"2026-01-04","2026-07-04"
"PID0674","Analysis and research",57.2,"2026-01-04","2026-07-04"
"PID0674","General assistance",61.4,"2026-01-04","2026-07-04"
"PID0674","Specialised workflow",68.8,"2026-01-04","2026-07-04"
"PID0675","Write or debug code",291,"2026-01-04","2026-07-04"
"PID0675","Meeting workflow",203.8,"2026-01-04","2026-07-04"
"PID0675","Email workflow",46.3,"2026-01-04","2026-07-04"
"PID0675","Communication workflow",51.7,"2026-01-04","2026-07-04"
"PID0675","Document and comment",353,"2026-01-04","2026-07-04"
"PID0675","Analysis and research",245.1,"2026-01-04","2026-07-04"
"PID0675","General assistance",79.1,"2026-01-04","2026-07-04"
"PID0675","Specialised workflow",119.2,"2026-01-04","2026-07-04"
"PID0676","Write or debug code",6.5,"2026-01-04","2026-07-04"
"PID0676","Meeting workflow",2,"2026-01-04","2026-07-04"
"PID0676","Email workflow",62.8,"2026-01-04","2026-07-04"
"PID0676","Communication workflow",2.3,"2026-01-04","2026-07-04"
"PID0676","Document and comment",4.4,"2026-01-04","2026-07-04"
"PID0676","Analysis and research",4.6,"2026-01-04","2026-07-04"
"PID0676","General assistance",16.7,"2026-01-04","2026-07-04"
"PID0676","Specialised workflow",5.7,"2026-01-04","2026-07-04"
"PID0677","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0677","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0677","Email workflow",0,"2026-01-04","2026-07-04"
"PID0677","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0677","Document and comment",0,"2026-01-04","2026-07-04"
"PID0677","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0677","General assistance",0,"2026-01-04","2026-07-04"
"PID0677","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0678","Write or debug code",9.5,"2026-01-04","2026-07-04"
"PID0678","Meeting workflow",16.4,"2026-01-04","2026-07-04"
"PID0678","Email workflow",46.6,"2026-01-04","2026-07-04"
"PID0678","Communication workflow",86.3,"2026-01-04","2026-07-04"
"PID0678","Document and comment",38.3,"2026-01-04","2026-07-04"
"PID0678","Analysis and research",6.3,"2026-01-04","2026-07-04"
"PID0678","General assistance",25.8,"2026-01-04","2026-07-04"
"PID0678","Specialised workflow",64.3,"2026-01-04","2026-07-04"
"PID0679","Write or debug code",0.1,"2026-01-04","2026-07-04"
"PID0679","Meeting workflow",0.1,"2026-01-04","2026-07-04"
"PID0679","Email workflow",0.7,"2026-01-04","2026-07-04"
"PID0679","Communication workflow",0.2,"2026-01-04","2026-07-04"
"PID0679","Document and comment",0.1,"2026-01-04","2026-07-04"
"PID0679","Analysis and research",0.2,"2026-01-04","2026-07-04"
"PID0679","General assistance",0.2,"2026-01-04","2026-07-04"
"PID0679","Specialised workflow",0.2,"2026-01-04","2026-07-04"
"PID0680","Write or debug code",11.5,"2026-01-04","2026-07-04"
"PID0680","Meeting workflow",45.8,"2026-01-04","2026-07-04"
"PID0680","Email workflow",18.9,"2026-01-04","2026-07-04"
"PID0680","Communication workflow",30.6,"2026-01-04","2026-07-04"
"PID0680","Document and comment",20.2,"2026-01-04","2026-07-04"
"PID0680","Analysis and research",9.5,"2026-01-04","2026-07-04"
"PID0680","General assistance",12.2,"2026-01-04","2026-07-04"
"PID0680","Specialised workflow",2.2,"2026-01-04","2026-07-04"
"PID0681","Write or debug code",73.2,"2026-01-04","2026-07-04"
"PID0681","Meeting workflow",66,"2026-01-04","2026-07-04"
"PID0681","Email workflow",108.9,"2026-01-04","2026-07-04"
"PID0681","Communication workflow",69.7,"2026-01-04","2026-07-04"
"PID0681","Document and comment",27,"2026-01-04","2026-07-04"
"PID0681","Analysis and research",55.5,"2026-01-04","2026-07-04"
"PID0681","General assistance",55.6,"2026-01-04","2026-07-04"
"PID0681","Specialised workflow",85.5,"2026-01-04","2026-07-04"
"PID0682","Write or debug code",0.1,"2026-01-04","2026-07-04"
"PID0682","Meeting workflow",0.1,"2026-01-04","2026-07-04"
"PID0682","Email workflow",0.1,"2026-01-04","2026-07-04"
"PID0682","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0682","Document and comment",0.2,"2026-01-04","2026-07-04"
"PID0682","Analysis and research",1.2,"2026-01-04","2026-07-04"
"PID0682","General assistance",0,"2026-01-04","2026-07-04"
"PID0682","Specialised workflow",0.7,"2026-01-04","2026-07-04"
"PID0683","Write or debug code",36.1,"2026-01-04","2026-07-04"
"PID0683","Meeting workflow",37.6,"2026-01-04","2026-07-04"
"PID0683","Email workflow",15.5,"2026-01-04","2026-07-04"
"PID0683","Communication workflow",42.4,"2026-01-04","2026-07-04"
"PID0683","Document and comment",8.8,"2026-01-04","2026-07-04"
"PID0683","Analysis and research",24.3,"2026-01-04","2026-07-04"
"PID0683","General assistance",27.4,"2026-01-04","2026-07-04"
"PID0683","Specialised workflow",19.5,"2026-01-04","2026-07-04"
"PID0684","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0684","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0684","Email workflow",0,"2026-01-04","2026-07-04"
"PID0684","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0684","Document and comment",0,"2026-01-04","2026-07-04"
"PID0684","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0684","General assistance",0,"2026-01-04","2026-07-04"
"PID0684","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0685","Write or debug code",31.4,"2026-01-04","2026-07-04"
"PID0685","Meeting workflow",35.3,"2026-01-04","2026-07-04"
"PID0685","Email workflow",6.6,"2026-01-04","2026-07-04"
"PID0685","Communication workflow",6.8,"2026-01-04","2026-07-04"
"PID0685","Document and comment",15.5,"2026-01-04","2026-07-04"
"PID0685","Analysis and research",110,"2026-01-04","2026-07-04"
"PID0685","General assistance",55,"2026-01-04","2026-07-04"
"PID0685","Specialised workflow",67.4,"2026-01-04","2026-07-04"
"PID0686","Write or debug code",0.2,"2026-01-04","2026-07-04"
"PID0686","Meeting workflow",0.4,"2026-01-04","2026-07-04"
"PID0686","Email workflow",1.2,"2026-01-04","2026-07-04"
"PID0686","Communication workflow",0.3,"2026-01-04","2026-07-04"
"PID0686","Document and comment",0,"2026-01-04","2026-07-04"
"PID0686","Analysis and research",1.7,"2026-01-04","2026-07-04"
"PID0686","General assistance",0.5,"2026-01-04","2026-07-04"
"PID0686","Specialised workflow",1.7,"2026-01-04","2026-07-04"
"PID0687","Write or debug code",5.6,"2026-01-04","2026-07-04"
"PID0687","Meeting workflow",1.8,"2026-01-04","2026-07-04"
"PID0687","Email workflow",1.4,"2026-01-04","2026-07-04"
"PID0687","Communication workflow",3.5,"2026-01-04","2026-07-04"
"PID0687","Document and comment",1.1,"2026-01-04","2026-07-04"
"PID0687","Analysis and research",0.8,"2026-01-04","2026-07-04"
"PID0687","General assistance",6.4,"2026-01-04","2026-07-04"
"PID0687","Specialised workflow",0.7,"2026-01-04","2026-07-04"
"PID0688","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0688","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0688","Email workflow",0,"2026-01-04","2026-07-04"
"PID0688","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0688","Document and comment",0,"2026-01-04","2026-07-04"
"PID0688","Analysis and research",0,"2026-01-04","2026-07-04"
"PID0688","General assistance",0,"2026-01-04","2026-07-04"
"PID0688","Specialised workflow",0,"2026-01-04","2026-07-04"
"PID0689","Write or debug code",0,"2026-01-04","2026-07-04"
"PID0689","Meeting workflow",0,"2026-01-04","2026-07-04"
"PID0689","Email workflow",0,"2026-01-04","2026-07-04"
"PID0689","Communication workflow",0,"2026-01-04","2026-07-04"
"PID0689","Document and comment",0,"2026-01-04","2026-07-04"
"PID0689","Analysis and research",0,"2026-01-04","2026-07-04"
